gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group D,associate's degree,free/reduced,none,39,49,46
male,group A,high school,standard,none,62,56,47
male,group B,some college,free/reduced,completed,77,77,83
male,group B,some high school,standard,none,70,69,63
male,group C,bachelor's degree,standard,none,63,60,58
female,group C,some high school,standard,none,58,69,63
female,group C,some college,standard,completed,76,86,80
male,group D,some college,standard,none,51,56,54
male,group C,some college,standard,none,87,80,78
male,group B,some high school,free/reduced,none,50,56,45
male,group B,some high school,standard,none,57,47,43
male,group C,bachelor's degree,standard,none,86,85,79
female,group D,some college,standard,none,62,59,63
female,group E,bachelor's degree,standard,completed,100,100,100
male,group E,bachelor's degree,free/reduced,none,77,73,68
male,group C,some college,standard,completed,98,94,92
male,group B,associate's degree,standard,none,71,66,65
male,group C,high school,free/reduced,completed,61,63,68
male,group D,high school,standard,none,38,30,31
female,group D,high school,free/reduced,completed,75,83,85
female,group A,associate's degree,standard,none,74,78,79
male,group D,high school,standard,completed,83,68,69
male,group C,some college,standard,completed,54,53,53
male,group B,some college,standard,none,53,47,45
female,group D,some high school,standard,none,70,75,76
female,group C,some high school,free/reduced,none,62,67,66
female,group B,associate's degree,standard,none,57,73,70
male,group D,some college,free/reduced,none,57,55,53
male,group D,associate's degree,standard,completed,83,88,80
female,group A,some high school,free/reduced,completed,53,74,77
female,group C,associate's degree,standard,completed,82,90,90
male,group C,associate's degree,free/reduced,none,50,46,38
male,group C,associate's degree,standard,completed,61,55,58
male,group C,some college,standard,none,72,80,68
male,group A,master's degree,free/reduced,none,75,68,64
female,group B,some high school,standard,none,43,56,45
female,group B,some college,free/reduced,none,19,39,34
male,group B,some high school,standard,none,55,51,40
female,group B,some college,standard,completed,70,76,81
male,group B,associate's degree,free/reduced,none,48,33,36
female,group C,bachelor's degree,standard,none,61,69,71
male,group A,high school,free/reduced,completed,75,80,84
female,group D,high school,free/reduced,none,54,70,60
female,group B,high school,standard,none,47,56,55
female,group D,bachelor's degree,standard,none,50,49,53
female,group C,some high school,standard,none,62,79,77
female,group E,some college,free/reduced,completed,73,75,75
female,group C,some college,standard,completed,54,66,69
female,group C,high school,free/reduced,completed,42,67,63
male,group C,some high school,free/reduced,none,58,59,52
male,group C,master's degree,free/reduced,completed,65,69,66
male,group C,high school,standard,completed,65,54,52
male,group E,some high school,standard,none,55,45,43
female,group D,high school,standard,completed,63,75,76
female,group B,master's degree,free/reduced,none,72,95,87
female,group C,some college,free/reduced,none,53,79,71
male,group C,some college,standard,none,78,76,75
female,group C,bachelor's degree,free/reduced,completed,62,70,74
female,group B,some college,standard,none,56,72,70
female,group D,some college,standard,none,62,77,73
male,group D,associate's degree,free/reduced,none,91,89,82
male,group E,bachelor's degree,free/reduced,none,84,71,73
female,group D,bachelor's degree,standard,completed,61,69,72
male,group B,high school,standard,none,67,49,48
male,group C,some college,standard,none,82,79,83
female,group B,some high school,free/reduced,none,44,44,43
female,group D,some college,standard,completed,58,66,70
female,group B,some high school,free/reduced,none,48,70,60
male,group E,some high school,free/reduced,none,85,81,79
male,group E,bachelor's degree,free/reduced,none,73,60,62
male,group C,associate's degree,standard,none,85,82,75
male,group D,some college,standard,none,85,81,78
male,group B,master's degree,standard,none,50,42,44
female,group C,some high school,free/reduced,none,43,48,47
male,group C,associate's degree,standard,completed,97,82,90
female,group B,high school,free/reduced,none,40,51,48
female,group B,high school,free/reduced,none,55,56,53
female,group D,high school,free/reduced,completed,72,95,90
male,group C,some college,standard,none,53,61,54
male,group C,associate's degree,free/reduced,none,59,54,51
female,group D,some college,free/reduced,none,51,66,58
female,group C,high school,free/reduced,completed,59,79,81
male,group C,associate's degree,standard,none,68,64,58
male,group C,some high school,standard,none,81,71,65
male,group C,bachelor's degree,free/reduced,none,63,63,65
female,group B,master's degree,standard,none,73,84,87
male,group C,some college,standard,none,66,69,64
male,group A,associate's degree,free/reduced,none,56,67,61
male,group B,some college,standard,none,82,77,69
male,group C,associate's degree,free/reduced,none,75,68,65
male,group D,bachelor's degree,free/reduced,completed,60,66,73
male,group E,high school,standard,completed,81,81,77
male,group D,some college,standard,completed,57,58,61
male,group A,high school,free/reduced,completed,71,80,74
female,group C,associate's degree,standard,none,57,64,63
female,group C,some college,free/reduced,completed,57,77,70
male,group D,some college,free/reduced,none,60,53,57
male,group B,some college,standard,completed,72,76,75
female,group B,bachelor's degree,standard,completed,80,93,92
female,group C,master's degree,free/reduced,completed,61,75,77
male,group B,some high school,standard,completed,62,69,62
female,group C,some high school,standard,none,70,72,72
male,group D,some college,free/reduced,completed,74,74,75
female,group D,some high school,standard,completed,59,62,72
female,group D,some high school,standard,none,64,73,66
male,group D,associate's degree,free/reduced,none,81,76,73
female,group B,associate's degree,free/reduced,none,67,83,81
female,group D,master's degree,standard,none,85,92,91
female,group E,associate's degree,free/reduced,none,56,66,61
female,group E,associate's degree,free/reduced,completed,45,56,59
male,group D,high school,free/reduced,completed,58,52,51
female,group D,high school,standard,none,44,50,49
male,group D,high school,standard,none,69,61,61
female,group E,master's degree,standard,none,84,75,82
male,group B,high school,standard,completed,92,85,83
male,group A,some college,free/reduced,completed,49,52,48
female,group D,some high school,free/reduced,none,57,67,73
male,group E,high school,free/reduced,none,37,26,24
female,group D,bachelor's degree,standard,completed,68,69,82
female,group C,bachelor's degree,free/reduced,none,56,69,62
female,group B,high school,standard,none,65,83,74
male,group C,some high school,standard,none,58,55,51
male,group C,high school,standard,none,58,62,52
female,group D,some high school,standard,completed,68,84,90
male,group C,some high school,standard,completed,66,63,57
female,group E,master's degree,free/reduced,completed,54,68,68
female,group A,some college,standard,none,71,75,73
female,group C,associate's degree,standard,none,91,94,100
female,group C,high school,standard,none,39,50,50
male,group C,high school,free/reduced,completed,67,65,63
female,group D,some college,standard,completed,65,73,75
female,group C,some high school,free/reduced,none,76,76,75
male,group B,associate's degree,standard,none,79,73,69
male,group E,associate's degree,standard,none,86,71,62
female,group C,bachelor's degree,standard,completed,86,100,100
male,group D,associate's degree,standard,none,75,61,56
male,group E,high school,standard,none,84,76,75
male,group D,some college,free/reduced,completed,43,44,48
female,group E,high school,free/reduced,completed,85,100,99
female,group B,high school,standard,none,53,57,60
female,group D,associate's degree,free/reduced,none,51,62,62
female,group B,high school,standard,none,53,44,47
female,group D,some high school,free/reduced,none,46,59,58
male,group C,some college,standard,none,62,60,62
female,group C,high school,standard,completed,84,82,87
male,group C,some college,free/reduced,none,58,60,60
female,group C,master's degree,standard,completed,100,99,100
female,group E,master's degree,free/reduced,none,72,85,80
female,group D,some high school,free/reduced,none,48,51,59
female,group D,high school,free/reduced,none,67,78,81
male,group E,bachelor's degree,standard,none,77,72,64
male,group C,bachelor's degree,standard,none,57,62,57
male,group D,high school,free/reduced,completed,41,51,49
male,group A,associate's degree,free/reduced,none,57,55,55
female,group D,some college,free/reduced,completed,81,95,94
female,group C,some college,free/reduced,none,33,49,44
